,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
2892,FBMS,"The First Bancshares, Inc.",33.8,$378.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms,
2893,FLIC,The First of Long Island Corporation,29.1,$716.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic,
2894,GT,The Goodyear Tire & Rubber Company,32.59,$8.03B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,
2895,HABT,"The Habit Restaurants, Inc.",9.55,$248.54M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt,
2896,HCKT,"The Hackett Group, Inc.",15.75,$451.34M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hckt,
2897,HAIN,"The Hain Celestial Group, Inc.",42.34,$4.39B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain,
2898,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",7.12,$43.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cuba,
2899,INTG,The Intergroup Corporation,23.5,$55.45M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/intg,
2900,JYNT,The Joint Corp.,4.89,$66.1M,2014,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/jynt,
2901,KEYW,The KEYW Holding Corporation,5.79,$288.31M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw,
2902,KHC,The Kraft Heinz Company,77.98,$95.02B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,
2903,OLD,The Long-Term Care ETF,23.95,$2.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old,
2904,MSG,The Madison Square Garden Company,212.72,$5.01B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg,
2905,MDCO,The Medicines Company,27.59,$2.01B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco,
2906,MEET,"The Meet Group, Inc.",2.97,$213.26M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,
2907,MIK,"The Michaels Companies, Inc.",23.72,$4.3B,2014,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/mik,
2908,MIDD,The Middleby Corporation,134.26,$7.51B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd,
2909,NAVG,"The Navigators Group, Inc.",48.95,$1.44B,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/navg,
2910,SLIM,The Obesity ETF,30.9085,$3.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slim,
2911,STKS,"The ONE Group Hospitality, Inc.",2.215,$59.89M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/stks,
2913,PCLN,The Priceline Group Inc. ,1757.88,$85.73B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pcln,
2914,PRSC,The Providence Service Corporation,59.24,$788.22M,2003,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/prsc,
2915,RMR,The RMR Group Inc.,60.8,$1.89B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rmr,
2916,SMPL,The Simply Good Foods Company,14.21,$1B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/smpl,
2918,TSG,The Stars Group Inc.,23.4,$3.46B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/tsg,
2919,TTD,"The Trade Desk, Inc.",47.01,$1.93B,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ttd,
2920,ULTI,"The Ultimate Software Group, Inc.",215.94,$6.45B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti,
2921,YORW,The York Water Company,34,$437.25M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw,
2922,NCTY,The9 Limited,0.6887,$16.47M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ncty,
2923,TXMD,"TherapeuticsMD, Inc.",5.86,$1.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd,
2924,TRPX,Therapix Biosciences Ltd.,5.74,$19.85M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx,
2925,TBPH,"Theravance Biopharma, Inc.",27.15,$1.47B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph,
2926,TST,"TheStreet, Inc.",1.45,$71.07M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/tst,
2927,TCRD,"THL Credit, Inc.",9.16,$299.29M,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd,
2928,TICC,TICC Capital Corp.,5.81,$299.1M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc,
2930,TIG,TiGenix,22.4901,$123.37B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig,
2931,TTS,"Tile Shop Hldgs, Inc.",9.6,$500.72M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts,
2932,TIL,Till Capital Ltd.,4.52,$14.87M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/til,
2933,TSBK,"Timberland Bancorp, Inc.",27.12,$199.73M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/tsbk,
2934,TNTR,"Tintri, Inc.",5.29,$165.7M,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/tntr,
2935,TIPT,Tiptree Inc.,5.95,$225.23M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tipt,
2936,TITN,Titan Machinery Inc.,21.3,$470.62M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn,
2937,TTNP,"Titan Pharmaceuticals, Inc.",1.325,$28.09M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp,
2938,TVTY,"Tivity Health, Inc.",36.725,$1.45B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/tvty,
2939,TIVO,TiVo Corporation,13.9,$1.7B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tivo,
2940,TMUS,"T-Mobile US, Inc.",64.11,$53.34B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus,
2941,TOCA,Tocagen Inc.,10.6,$209.98M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca,
2942,TNXP,Tonix Pharmaceuticals Holding Corp.,3.54,$27.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp,
2943,TISA,"Top Image Systems, Ltd.",1.25,$22.42M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tisa,
2944,TOPS,TOP Ships Inc.,0.2597,$15.5M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tops,
2945,TORM          ,TOR Minerals International Inc,5.5,$19.48M,1988,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/torm,
2946,TRCH,"Torchlight Energy Resources, Inc.",1.26,$75.87M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/trch,
2948,TSEM,Tower Semiconductor Ltd.,34.27,$3.36B,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsem,
2949,CLUB,"Town Sports International Holdings, Inc.",5.55,$148.08M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/club,
2950,TOWN,Towne Bank,31.6,$1.98B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/town,
2951,TPIC,"TPI Composites, Inc.",20.02,$680.88M,2016,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tpic,
2952,TCON,"TRACON Pharmaceuticals, Inc.",3.25,$56.91M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon,
2953,TSCO,Tractor Supply Company,74.88,$9.4B,1994,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/tsco,
2954,TWMC,Trans World Entertainment Corp.,1.8,$65.18M,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/twmc,
2955,TACT,TransAct Technologies Incorporated,13.1,$96.49M,1996,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/tact,
2956,TRNS,"Transcat, Inc.",14.05,$100.34M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/trns,
2957,TGA,TransGlobe Energy Corporation,1.39,$100.37M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tga,
2958,TA,TravelCenters of America LLC,4.1,$162.02M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta,
2962,TZOO,Travelzoo,6.55,$81.62M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tzoo,
2963,TRMT,Tremont Mortgage Trust,14.65,$45.42M,2017,n/a,n/a,http://www.nasdaq.com/symbol/trmt,
2964,TRVN,"Trevena, Inc.",1.73,$107.78M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn,
2965,TCBK,TriCo Bancshares,38.51,$883.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbk,
2966,TRIL,Trillium Therapeutics Inc.,7.5,$98.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril,
2967,TRS,TriMas Corporation,27.1,$1.24B,2007,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/trs,
2968,TRMB,Trimble Inc.,40.41,$10.17B,1990,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trmb,
2969,TRIB,Trinity Biotech plc,5.06,$121.65M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib,
2970,TRIP,"TripAdvisor, Inc.",34.53,$4.8B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/trip,
2971,TSC,"TriState Capital Holdings, Inc.",23.3,$667.37M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc,
2972,TBK,"Triumph Bancorp, Inc.",31.6,$657.94M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk,
2973,TRVG,trivago N.V.,6.92,$2.43B,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/trvg,
2974,TRNC,"tronc, Inc.",17.9,$601.41M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/trnc,
2975,TROV,"TrovaGene, Inc.",0.26,$9.91M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov,
2976,TRUE,"TrueCar, Inc.",10.95,$1.09B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/true,
2977,THST,"Truett-Hurst, Inc.",1.9401,$8.65M,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst,
2978,TRUP,"Trupanion, Inc.",29.91,$898.49M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup,
2979,TRST,TrustCo Bank Corp NY,9.25,$889M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trst,
2980,TRMK,Trustmark Corporation,32.42,$2.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trmk,
2981,TSRI,"TSR, Inc.",5.25,$10.3M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tsri,
2982,TTMI,"TTM Technologies, Inc.",15.64,$1.59B,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/ttmi,
2983,TCX,Tucows Inc.,69.3,$733.04M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/tcx,
2984,TUES,Tuesday Morning Corp.,2.8,$128.35M,1999,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tues,
2985,TOUR,Tuniu Corporation,7.88,$996.74M,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour,
2986,HEAR,Turtle Beach Corporation,0.4538,$22.41M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hear,
2987,FOX,"Twenty-First Century Fox, Inc.",34.14,$63.25B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox,
2988,FOXA,"Twenty-First Century Fox, Inc.",34.55,$42.18B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa,
2989,TWIN,"Twin Disc, Incorporated",27.26,$316M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin,
2990,TRCB,Two River Bancorp,18.03,$152.48M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/trcb,
2991,TYME,"Tyme Technologies, Inc.",6.64,$593.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tyme,
2992,USCR,"U S Concrete, Inc.",82.85,$1.38B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/uscr,
2993,PRTS,"U.S. Auto Parts Network, Inc.",2.46,$87.4M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prts,
2994,USEG,U.S. Energy Corp.,1.53,$9.15M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/useg,
2995,GROW,"U.S. Global Investors, Inc.",4.28,$64.91M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/grow,
2996,USAU,U.S. Gold Corp.,1.58,$22.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usau,
2997,UBNT,"Ubiquiti Networks, Inc.",70.96,$5.52B,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt,
2998,UFPT,"UFP Technologies, Inc.",27.15,$197.32M,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt,
2999,ULTA,"Ulta Beauty, Inc.",225.65,$13.76B,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/ulta,
3000,UCTT,"Ultra Clean Holdings, Inc.",21.36,$718.28M,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/uctt,
3001,UPL,Ultra Petroleum Corp.,9.18,$1.8B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/upl,
3002,RARE,Ultragenyx Pharmaceutical Inc.,47.59,$2.03B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare,
3003,ULBI,Ultralife Corporation,6.6,$103.14M,1992,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ulbi,
3004,UMBF,UMB Financial Corporation,73.03,$3.64B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf,
3005,UMPQ,Umpqua Holdings Corporation,21.04,$4.63B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq,
3006,UNAM,Unico American Corporation,8.55,$45.38M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/unam,
3007,UBSH,Union Bankshares Corporation,36.74,$1.61B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsh,
3008,UNB,"Union Bankshares, Inc.",53.2,$237.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb,
3009,QURE,uniQure N.V.,19.15,$589.82M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure,
3010,UBCP,"United Bancorp, Inc.",13.45,$73.1M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubcp,
3011,UBOH,"United Bancshares, Inc.",22.1752,$72.46M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uboh,
3012,UBSI,"United Bankshares, Inc.",35.1,$3.69B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi,
3013,UCBA,United Community Bancorp,21.5,$90.32M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ucba,
3014,UCBI,"United Community Banks, Inc.",28.15,$2.18B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ucbi,
3015,UCFC,United Community Financial Corp.,9.2,$457.89M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc,
3016,UBNK,"United Financial Bancorp, Inc. ",17.8,$905.15M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ubnk,
3017,UFCS,"United Fire Group, Inc",45.28,$1.13B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ufcs,
3018,UIHC,United Insurance Holdings Corp.,17.12,$731.94M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uihc,
3019,UNFI,"United Natural Foods, Inc.",49.82,$2.51B,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi,
3020,UBFO,United Security Bancshares,11.1,$187.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubfo,
3021,USLM,"United States Lime & Minerals, Inc.",77.9,$434.42M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uslm,
3022,UTHR,United Therapeutics Corporation,151.28,$6.54B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr,
3023,UG,"United-Guardian, Inc.",18.3,$84.08M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ug,
3024,UNIT,Uniti Group Inc.,18.55,$3.25B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/unit,
3025,UNTY,"Unity Bancorp, Inc.",20.15,$213.67M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty,
3026,OLED,Universal Display Corporation,176.35,$8.3B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/oled,
3027,UEIC,Universal Electronics Inc.,47.7,$682.38M,1993,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/ueic,
3028,UFPI,"Universal Forest Products, Inc.",38,$2.32B,1993,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/ufpi,
3029,ULH,"Universal Logistics Holdings, Inc.",24.1,$684.23M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ulh,
3030,USAP,"Universal Stainless & Alloy Products, Inc.",21.36,$154.4M,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/usap,
3031,UVSP,Univest Corporation of Pennsylvania,28.15,$825.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp,
3032,UPLD,"Upland Software, Inc.",22,$457.07M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/upld,
3033,UONE,"Urban One, Inc. ",1.89,$91.64M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/uone,
3034,UONEK,"Urban One, Inc. ",1.85,$89.7M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/uonek,
3035,URBN,"Urban Outfitters, Inc.",35.3,$3.82B,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn,
3036,URGN,UroGen Pharma Ltd.,38.34,$505.26M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/urgn,
3037,ECOL,"US Ecology, Inc.",50.65,$1.11B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol,
3038,RNDV,US Equity Dividend Select ETF,21.83,$7.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndv,
3039,USAT,"USA Technologies, Inc.",9.75,$522.79M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat,
3040,USATP,"USA Technologies, Inc.",23.75,$10.57M,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usatp,
3041,USAK,"USA Truck, Inc.",18.38,$152.52M,1992,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/usak,
3042,UTMD,"Utah Medical Products, Inc.",79.5,$295.79M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd,
3043,UTSI,UTStarcom Holdings Corp,5.92,$209.86M,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi,
3044,VLRX,"Valeritas Holdings, Inc.",3.39,$23.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vlrx,
3045,VALX,Validea Market Legends ETF,29.3101,$24.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/valx,
3046,VALU,"Value Line, Inc.",19.25,$186.73M,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu,
3047,VNDA,Vanda Pharmaceuticals Inc.,15.25,$685.14M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda,
3048,BBH,VanEck Vectors Biotech ETF,125.6226,$602.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbh,
3049,GNRX,VanEck Vectors Generic Drugs ETF,24.2426,$3.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnrx,
3050,PPH,VanEck Vectors Pharmaceutical ETF,59.65,$291.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pph,
3051,VWOB,Vanguard Emerging Markets Government Bond ETF,80.24,$988.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vwob,
3052,VNQI,Vanguard Global ex-U.S. Real Estate ETF,60.15,$5.62B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vnqi,
3053,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,87.38,$18.62B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcit,
3054,VGIT,Vanguard Intermediate-Term Treasury ETF,63.92,$1.62B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgit,
3055,VIGI,Vanguard International Dividend Appreciation ETF,66.09,$748.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vigi,
3056,VYMI,Vanguard International High Dividend Yield ETF,66.68,$687.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vymi,
3057,VCLT,Vanguard Long-Term Corporate Bond ETF,95.77,$2.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vclt,
3058,VGLT,Vanguard Long-Treasury ETF,77.89,$601.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vglt,
3059,VMBS,Vanguard Mortgage-Backed Securities ETF,52.41,$4.81B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmbs,
3060,VONE,Vanguard Russell 1000 ETF,122.75,$788.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vone,
3061,VONG,Vanguard Russell 1000 Growth ETF,138.5,$1.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vong,
3062,VONV,Vanguard Russell 1000 Value ETF,108.69,$1.31B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vonv,
3063,VTWO,Vanguard Russell 2000 ETF,122.84,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwo,
3064,VTWG,Vanguard Russell 2000 Growth ETF,136.22,$231.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwg,
3065,VTWV,Vanguard Russell 2000 Value ETF,109.68,$189.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwv,
3066,VTHR,Vanguard Russell 3000 ETF,122.918,$381.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vthr,
3067,VCSH,Vanguard Short-Term Corporate Bond ETF,79.28,$21.74B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcsh,
3068,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.74,$4.62B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtip,
3069,VGSH,Vanguard Short-Term Treasury ETF,60.26,$1.92B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgsh,
3070,VTC,Vanguard Total Corporate Bond ETF,84.94,$29.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtc,
3071,BNDX,Vanguard Total International Bond ETF,54.41,$8.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx,
3072,VXUS,Vanguard Total International Stock ETF,56.6,$10.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxus,
3073,VEAC,Vantage Energy Acquisition Corp.,9.7199,$155.68M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/veac,
3076,VREX,Varex Imaging Corporation,41.18,$1.55B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/vrex,
